iter	RMSE
550	0.4559769175
551	0.4534672628
552	0.4510199201
553	0.4498475412
554	0.4474259383
555	0.4462704102
556	0.4438282951
557	0.4417536499
558	0.4406225269
559	0.4382183401
560	0.4358736783
561	0.4347644652
562	0.4324442635
563	0.4300986121
564	0.4290107667
565	0.4270199428
566	0.424751457
567	0.4236863869
568	0.4207839313
569	0.4197344957
570	0.418694847
571	0.416556854
572	0.415530253
573	0.4134168022
574	0.4124030506
575	0.4103454442
576	0.4081433669
577	0.407149433
578	0.4043950506
579	0.4034155958
580	0.4024453223
581	0.4002936529
582	0.3993373798
583	0.3973247282
584	0.3963803521
585	0.3937207935
586	0.3927901256
587	0.3907011868
588	0.3897838962
589	0.3881227897
590	0.3872181609
591	0.3863220922
592	0.3846881076
593	0.3838044347
594	0.3821932497
595	0.3813218021
596	0.3804586604
597	0.3788737169
598	0.3780225428
599	0.3764597083
600	0.3756203372
601	0.3747890249
602	0.3729890745
603	0.3721680545
604	0.370386196
605	0.3695753318
606	0.3678113561
607	0.3670105134
608	0.3652642146
609	0.3644732611
610	0.3627444365
611	0.3613748986
612	0.360596294
613	0.358893961
614	0.3581249392
615	0.3564149627
616	0.3550816538
617	0.3543245792
618	0.3526412911
619	0.3518935286
620	0.3502275376
621	0.3489294172
622	0.3481931718
623	0.3469095171
624	0.3461827878
625	0.3445531454
626	0.3438353139
627	0.3422222953
628	0.3409722677
629	0.3402653793
630	0.33867721
631	0.3374493821
632	0.3367532064
633	0.3347951929
634	0.3341066063
635	0.3321727608
636	0.3314916781
637	0.3295816978
638	0.3289080352
639	0.3282410947
640	0.3263553013
641	0.3256956335
642	0.3238331053
643	0.3231806295
644	0.3213410768
645	0.3206957135
646	0.318878851
647	0.3182405219
648	0.316446068
649	0.3158146962
650	0.3140423735
651	0.313417883
652	0.311667418
653	0.3110497342
654	0.3093208572
655	0.3087099065
656	0.3070023516
657	0.3063980615
658	0.3047115665
659	0.3041138654
660	0.3024481719
661	0.3018569895
662	0.3002118424
663	0.2996271092
664	0.2980022573
665	0.2974239048
666	0.2958190999
667	0.2952470608
668	0.2936620584
669	0.2930962661
670	0.2915308249
671	0.2909712137
672	0.2894250958
673	0.2888716009
674	0.2873445717
675	0.2857394006
676	0.2851945993
677	0.2836026251
678	0.2830660405
679	0.2815776443
680	0.2800083782
681	0.2794802152
682	0.2779238302
683	0.2763777113
684	0.2758600173
685	0.2744186835
686	0.2728945911
687	0.2723850105
688	0.2708734111
689	0.270371535
690	0.2689666827
691	0.2674765884
692	0.2669825731
693	0.2655046758
694	0.264036552
695	0.2635523249
696	0.2621919521
697	0.2607446927
698	0.2602680408
699	0.2588326138
700	0.257406694
701	0.2569394824
702	0.2556222169
703	0.2542165427
704	0.2537566321
705	0.2523624382
706	0.2509774937
707	0.2498065369
708	0.2484374632
709	0.2479900464
710	0.2467349389
711	0.2452893182
712	0.2448485597
713	0.2434164185
714	0.2424857503
715	0.2411638609
716	0.2398507623
717	0.2394209128
718	0.2381185429
719	0.2368248423
720	0.2359275158
721	0.2346481123
722	0.2333772318
723	0.2321148203
724	0.2312436884
725	0.2299952163
726	0.2287550709
727	0.2275231997
728	0.226677508
729	0.2254592291
730	0.2242490862
731	0.2230470281
732	0.222226046
733	0.2210372432
734	0.2198563909
735	0.2186834393
736	0.2178864593
737	0.2167264358
738	0.2155741826
739	0.214429651
740	0.2139169317
741	0.2127824403
742	0.2116555548
743	0.2105362277
744	0.210035487
745	0.2089259651
746	0.2078238886
747	0.2070808288
748	0.2059909063
749	0.2049083076
750	0.2038329876
751	0.2033694742
752	0.2023034466
753	0.2012445913
754	0.2001494301
755	0.1996973637
756	0.1986536257
757	0.1975748071
758	0.1968812149
759	0.1958136853
760	0.1947931403
761	0.1937388625
762	0.1933062788
763	0.192300231
764	0.1913009522
765	0.1902680008
766	0.189846044
767	0.1888609271
768	0.1878433103
769	0.1871944746
770	0.1861874414
771	0.1852240813
772	0.1842294918
773	0.183277981
774	0.1826343926
775	0.181999183
776	0.1813722208
777	0.1807533772
778	0.1801425262
779	0.1795395442
780	0.1789443104
781	0.1783567063
782	0.1777534831
783	0.1771588055
784	0.176572533
785	0.1759945273
786	0.1754246531
787	0.1748627776
788	0.1743087705
789	0.1737625042
790	0.1732238535
791	0.1726926953
792	0.1721689093
793	0.1716523771
794	0.1711429829
795	0.1706406128
796	0.1701451552
797	0.1696565005
798	0.1691745413
799	0.1686991722
800	0.1682302895
801	0.1677677918
802	0.1674000424
803	0.1669481315
804	0.166588657
805	0.166233109
806	0.1657956959
807	0.1654481457
808	0.1650207338
809	0.1646809959
810	0.1643449606
811	0.16393125
812	0.1636027678
813	0.163198509
814	0.1628774062
815	0.1625597969
816	0.1618433664
817	0.1614536077
818	0.1611446009
819	0.1607637542
820	0.1604616975
821	0.1601418612
822	0.159770005
823	0.1594031855
824	0.1591118642
825	0.1588237083
826	0.1585087715
827	0.1581539753
828	0.1578039802
829	0.1575260613
830	0.15721544
831	0.1568736847
832	0.1566024508
833	0.1562684941
834	0.1560033523
835	0.1556973886
836	0.1553712875
837	0.1550495884
838	0.1547938575
839	0.1544920213
840	0.1541778816
841	0.1538679757
842	0.1536213159
843	0.1528148897
844	0.1524409166
845	0.1516453703
846	0.1508547714
847	0.1500690923
848	0.1492841645
849	0.1489882655
850	0.148625134
851	0.1478519544
852	0.1470835919
853	0.1463200199
854	0.145561212
855	0.1448071421
856	0.144057784
857	0.143313112
858	0.1425690858
859	0.1422864822
860	0.1419404073
861	0.1412075844
862	0.1404793503
863	0.13975568
864	0.1390265743
865	0.1387525159
866	0.1380299541
867	0.1377610134
868	0.137495732
869	0.1372340541
870	0.1369759252
871	0.1362638516
872	0.1360105232
873	0.1357606186
874	0.1350561444
875	0.1348108763
876	0.1345689118
877	0.1338719028
878	0.1336344168
879	0.1334001186
880	0.1327097843
881	0.1320237374
882	0.1317006966
883	0.1310197886
884	0.1303431409
885	0.1296708816
886	0.1290033714
887	0.128778354
888	0.1281167098
889	0.1278958471
890	0.1275062444
891	0.1268475703
892	0.1261976674
893	0.1255523675
894	0.1249116413
895	0.1242754595
896	0.1236437932
897	0.1232722679
898	0.122636085
899	0.1220038895
900	0.1213856566
901	0.1207718227
902	0.12016236
903	0.1195572405
904	0.1189564368
905	0.1186705864
906	0.1180596277
907	0.1174525058
908	0.1165701336
909	0.1163685826
910	0.1160235046
911	0.1156083841
912	0.1151969057
913	0.1148580447
914	0.1143219458
915	0.1139879503
916	0.1131325906
917	0.1128044534
918	0.1122810808
919	0.1119576384
920	0.1115643567
921	0.1110517257
922	0.1107340397
923	0.1099051166
924	0.1095930081
925	0.1092114429
926	0.1089038547
927	0.1084078843
928	0.1081046722
929	0.1072972351
930	0.1069993591
931	0.1068032485
932	0.1066090212
933	0.1064166614
934	0.1056234405
935	0.1053122741
936	0.1050211695
937	0.104240603
938	0.1039546183
939	0.1037661087
940	0.1035794136
941	0.1028114396
942	0.1025300917
943	0.1023461343
944	0.1021639507
945	0.1014083631
946	0.1011315738
947	0.100952068
948	0.100774296
949	0.1005982431
950	0.09985592423
951	0.0996826518
952	0.09951105946
953	0.0993411329
954	0.09860999018
955	0.0984427622
956	0.09827716194
957	0.09798889635
958	0.09726973588
959	0.09700199111
960	0.09673712884
961	0.09647511711
962	0.09576908525
963	0.0956066775
964	0.0954458513
965	0.09528659304
966	0.09459118372
967	0.09445679196
968	0.09430010744
969	0.09414495469
970	0.09399132044
971	0.09330672607
972	0.09315555621
973	0.0930058697
974	0.09285765362
975	0.09218330856
976	0.09192979433
977	0.09178381526
978	0.09163927266
979	0.09097579124
980	0.09071029368
981	0.09057867135
982	0.09033121824
983	0.09018142335
984	0.08952957436
985	0.0892862704
986	0.08913105237
987	0.08898327742
988	0.08883709024
989	0.08869247487
990	0.08853897647
991	0.08839593143
992	0.088254426
993	0.08811444464
994	0.08785670357
995	0.08771814573
996	0.0875810809
997	0.08694630901
998	0.08669285097
999	0.08655766325
