iter	RMSE
340	0.01059968318
341	0.01046441791
342	0.01014973869
343	0.0100221055
344	0.009732211658
345	0.009671781567
346	0.009600192844
347	0.00948262767
348	0.009413170009
349	0.009129814702
350	0.009017766513
351	0.008952455558
352	0.008687500356
353	0.008624327813
354	0.008514556615
355	0.008263164101
356	0.008211841625
357	0.008162769631
358	0.008115858638
359	0.007872147851
360	0.007816791644
361	0.007697268788
362	0.007644447478
363	0.007548620108
364	0.007497709025
365	0.007274511777
366	0.007183387981
367	0.007135255818
368	0.006923083679
369	0.006882748978
370	0.006836781674
371	0.006798917416
372	0.006755829275
373	0.006555127069
374	0.006472201522
375	0.006431530319
376	0.006351326381
377	0.006312137961
378	0.006122648296
379	0.00608928385
380	0.006057398824
381	0.006020569464
382	0.005841232216
383	0.005768853317
384	0.005733944918
385	0.005700727741
386	0.005630216283
387	0.005463937304
388	0.005397455483
389	0.005365686151
390	0.00533543323
391	0.005175130044
392	0.005145900607
393	0.005118047898
394	0.005055312402
395	0.005028387696
396	0.005002727057
397	0.004941689817
398	0.004796603745
399	0.004739096234
400	0.004714488779
401	0.004573635065
402	0.004549789262
403	0.00452704544
404	0.004505354003
405	0.004451293844
406	0.004430314189
407	0.004297647118
408	0.004277278175
409	0.004257846719
410	0.004216291593
411	0.004093298968
412	0.004075649886
413	0.004026834472
414	0.003911062146
415	0.003865103333
416	0.003812244865
417	0.003762490156
418	0.003725424748
419	0.003663699349
420	0.003618696413
421	0.003575428612
422	0.003539320691
423	0.003508840356
424	0.003442049819
425	0.003344788806
426	0.003247953595
427	0.003220208132
428	0.003171212597
429	0.003083533846
430	0.003037796807
431	0.002993936789
432	0.002951887203
433	0.002911583384
434	0.002858433642
435	0.002820526673
436	0.002781020962
437	0.002730698692
438	0.002694738666
439	0.002657226869
440	0.002609581159
441	0.002540415152
442	0.002508640973
443	0.002478234824
444	0.002443159498
445	0.002413731909
446	0.002382316373
447	0.002353817821
448	0.002321016322
449	0.002280318377
450	0.002253282938
451	0.002224299922
452	0.002185957068
453	0.00216028053
454	0.002130282209
455	0.002094026797
456	0.002069656167
457	0.002043349818
458	0.002009199068
459	0.001986030514
460	0.001965055575
461	0.001932306411
462	0.00188481776
463	0.001863551913
464	0.001844660832
465	0.001824062175
466	0.001804340135
467	0.001775178073
468	0.001756295059
469	0.001727956618
470	0.001709667612
471	0.001691962434
472	0.0016647411
473	0.001640634909
474	0.001614573458
475	0.001597326826
476	0.00155702458
477	0.001534428696
478	0.001496126442
479	0.001480159628
480	0.00144364825
481	0.001428642821
482	0.001393835139
483	0.001373666713
484	0.001340596374
485	0.001331919594
486	0.001315953604
487	0.001308033656
488	0.001276264006
489	0.001258707859
490	0.001226650016
491	0.001201174203
492	0.001193631799
493	0.001165494681
494	0.001151702517
495	0.001145742155
496	0.001118728833
497	0.001099308109
498	0.00109233948
499	0.001066933484
500	0.001058715214
501	0.00105202147
502	0.001023682741
503	0.001013161464
504	0.001005599561
505	0.000984704241
506	0.0009795957284
507	0.0009566745249
508	0.000934649283
509	0.000913222849
510	0.0009061587689
511	0.0008994071226
512	0.0008810620223
513	0.0008753356753
514	0.0008698675243
515	0.0008474193609
516	0.0008429318257
517	0.0008378343261
518	0.0008231746407
519	0.0008182311403
520	0.0008047803639
521	0.0007957535446
522	0.0007897329273
523	0.0007760612555
524	0.0007644003566
525	0.0007604333644
526	0.0007475409207
527	0.0007402432252
528	0.0007332400987
529	0.0007233874379
530	0.000712646242
531	0.0007059090088
532	0.0007006718397
533	0.0006866920689
534	0.0006829495214
535	0.0006793814261
536	0.0006680705226
537	0.0006619362003
538	0.0006577514131
539	0.0006518306378
540	0.000647799781
541	0.0006420867727
542	0.0006346075569
543	0.0006290699077
544	0.0006247897953
545	0.0006119704953
546	0.0006088585184
547	0.0006058939003
548	0.0005936592454
549	0.0005907906772
550	0.0005856661137
551	0.0005801451417
552	0.0005752504093
553	0.0005700762151
554	0.0005585355174
555	0.0005538369394
556	0.000550124954
557	0.0005391591826
558	0.0005365923849
559	0.0005341461711
560	0.0005206013376
561	0.0005182323557
562	0.0005128209967
563	0.0005076289109
564	0.0005026482088
565	0.0004978712787
566	0.0004932907684
567	0.0004845681034
568	0.0004761769326
569	0.0004718522728
570	0.0004677072564
571	0.0004592804993
572	0.0004552621896
573	0.0004476464331
574	0.0004407522364
575	0.0004328747294
576	0.0004290155704
577	0.0004214334305
578	0.0004176920238
579	0.0004106431914
580	0.0004071534624
581	0.0003998210632
582	0.0003964374528
583	0.0003913526127
584	0.0003889138828
585	0.0003839955485
586	0.0003816415638
587	0.0003793961517
588	0.0003743570544
589	0.0003656745925
590	0.0003635069563
591	0.0003614392194
592	0.0003532443604
593	0.0003512721986
594	0.0003488318692
595	0.0003469368281
596	0.0003413222905
597	0.0003389652555
598	0.0003368897347
599	0.0003351232383
600	0.000332101325
601	0.0003275932434
602	0.0003256380091
603	0.0003214741531
604	0.0003195893678
605	0.0003179475366
606	0.0003138915909
607	0.0003121219529
608	0.0003060286784
609	0.0002987401955
610	0.000295032272
611	0.0002932723566
612	0.0002896799181
613	0.0002851537595
614	0.0002802282455
615	0.0002734725133
616	0.0002719442376
617	0.0002655385101
618	0.0002619336257
619	0.0002574831318
620	0.0002513445722
621	0.0002455964852
622	0.0002423193148
623	0.0002408438439
624	0.0002387798783
625	0.0002368066768
626	0.0002326626839
627	0.0002288233477
628	0.0002251433127
629	0.0002232554396
630	0.0002214505689
631	0.0002176622285
632	0.0002141047854
633	0.0002106948714
634	0.000208968573
635	0.0002073182233
636	0.0002038587703
637	0.0002005632439
638	0.0001990050318
639	0.000197515561
640	0.0001943464671
641	0.0001911630583
642	0.0001888251872
643	0.0001874010793
644	0.0001860401855
645	0.0001840270112
646	0.0001824533306
647	0.0001795842827
648	0.0001780529325
649	0.000176594219
650	0.0001746056484
651	0.0001731907304
652	0.0001701569621
653	0.0001682730536
654	0.0001668787412
655	0.0001633332674
656	0.0001615673003
657	0.0001601907048
658	0.0001577563947
659	0.000156414801
660	0.0001551350638
661	0.0001534433977
662	0.0001509292661
663	0.0001483814296
664	0.0001453590391
665	0.0001443560004
666	0.0001433981281
667	0.000141937172
668	0.0001406583684
669	0.0001386403433
670	0.0001373945437
671	0.0001362052455
672	0.0001348051651
673	0.0001336503876
674	0.0001317373026
675	0.0001306109167
676	0.0001297727945
677	0.0001284704462
678	0.0001273734165
679	0.0001252956164
680	0.0001226883231
681	0.0001214741589
682	0.0001184345221
683	0.0001160060187
684	0.0001150403787
685	0.000113453109
686	0.000111289867
687	0.0001091654381
688	0.0001064507221
689	0.0001038281843
690	0.00010129471
691	9.923086635e-05
692	9.68945488e-05
693	9.508456448e-05
694	9.3368798e-05
695	9.11973035e-05
696	8.958425122e-05
697	8.87481828e-05
698	8.671646331e-05
699	8.521138725e-05
700	8.442331936e-05
701	8.252179455e-05
702	8.137313058e-05
703	8.066036403e-05
704	7.99783729e-05
705	7.848434975e-05
706	7.707958578e-05
707	7.640245772e-05
708	7.506985852e-05
709	7.381734306e-05
710	7.203863894e-05
711	7.031946909e-05
712	6.86578537e-05
713	6.705189685e-05
714	6.600293744e-05
715	6.447255179e-05
716	6.299347059e-05
717	6.156404577e-05
718	6.033122967e-05
719	5.897885745e-05
720	5.78188302e-05
721	5.692348847e-05
722	5.566139452e-05
723	5.468320116e-05
724	5.349877058e-05
725	5.272272538e-05
726	5.19980576e-05
727	5.132142828e-05
728	5.043678817e-05
729	4.933969389e-05
730	4.871287079e-05
731	4.832380884e-05
732	4.795197832e-05
733	4.715035784e-05
734	4.677328792e-05
735	4.642667917e-05
736	4.571851933e-05
737	4.536707231e-05
738	4.468331482e-05
739	4.402760931e-05
740	4.351904925e-05
741	4.27752917e-05
742	4.23082167e-05
743	4.134318853e-05
744	4.06560445e-05
745	4.010546734e-05
746	3.945467061e-05
747	3.904576477e-05
748	3.832394639e-05
749	3.804223257e-05
750	3.734856484e-05
751	3.668564915e-05
752	3.614957155e-05
753	3.588054617e-05
754	3.516776396e-05
755	3.490761039e-05
756	3.432228598e-05
757	3.407756694e-05
758	3.351832821e-05
759	3.310507013e-05
760	3.237648009e-05
761	3.184023755e-05
762	3.138413572e-05
763	3.086944481e-05
764	3.065515115e-05
765	3.01570205e-05
766	2.99622223e-05
767	2.94496597e-05
768	2.904728551e-05
769	2.858220807e-05
770	2.8354362e-05
771	2.787176101e-05
772	2.750417067e-05
773	2.706776341e-05
774	2.685181047e-05
775	2.63972185e-05
776	2.598928227e-05
777	2.557995628e-05
778	2.51271393e-05
779	2.492357883e-05
780	2.453425449e-05
781	2.433952611e-05
782	2.39298118e-05
783	2.3562803e-05
784	2.319727389e-05
785	2.274809457e-05
786	2.256122374e-05
787	2.208132223e-05
788	2.190530505e-05
789	2.148664245e-05
790	2.130599099e-05
791	2.090185479e-05
792	2.058879966e-05
793	2.020189478e-05
794	1.982874922e-05
795	1.954036218e-05
796	1.91607183e-05
797	1.881271337e-05
798	1.865849264e-05
799	1.836977992e-05
800	1.810328387e-05
801	1.77561357e-05
802	1.748351816e-05
803	1.723674237e-05
804	1.683259942e-05
805	1.651206508e-05
806	1.637678289e-05
807	1.603230675e-05
808	1.580284714e-05
809	1.558845763e-05
810	1.545933496e-05
811	1.523343966e-05
812	1.504777713e-05
813	1.487362548e-05
814	1.471019685e-05
815	1.45567669e-05
816	1.446717137e-05
817	1.423982464e-05
818	1.409666841e-05
819	1.401634147e-05
820	1.377913841e-05
821	1.369924241e-05
822	1.362325623e-05
823	1.349643552e-05
824	1.327795894e-05
825	1.315610124e-05
826	1.307349022e-05
827	1.300342831e-05
828	1.291170168e-05
829	1.270282867e-05
830	1.262517126e-05
831	1.256094821e-05
832	1.247471925e-05
833	1.22775268e-05
834	1.198203787e-05
835	1.169569249e-05
836	1.141818371e-05
837	1.114921931e-05
838	1.088852086e-05
839	1.063582286e-05
840	1.057018321e-05
841	1.03264335e-05
842	1.009012771e-05
843	1.003711585e-05
844	9.808306908e-06
845	9.586450506e-06
846	9.536281289e-06
847	9.376506419e-06
848	9.328297936e-06
849	9.174461546e-06
850	9.10175421e-06
851	8.942535582e-06
852	8.898264062e-06
853	8.846475659e-06
854	8.645077147e-06
855	8.579325375e-06
856	8.43081999e-06
857	8.383582891e-06
858	8.338534608e-06
859	8.148653925e-06
860	8.023246475e-06
861	7.841405174e-06
862	7.78073752e-06
863	7.649340173e-06
864	7.502144637e-06
865	7.462671384e-06
866	7.425040531e-06
867	7.256127439e-06
868	7.145602826e-06
869	7.109912644e-06
870	6.948622828e-06
871	6.844497925e-06
872	6.80319851e-06
873	6.765359336e-06
874	6.73068295e-06
875	6.698897727e-06
876	6.545497481e-06
877	6.434243905e-06
878	6.31607217e-06
879	6.200507773e-06
880	6.169818499e-06
881	6.141663746e-06
882	6.115828432e-06
883	6.084065448e-06
884	5.973075278e-06
885	5.942346166e-06
886	5.913059911e-06
887	5.889390056e-06
888	5.785899449e-06
889	5.757420888e-06
890	5.730278042e-06
891	5.708752263e-06
892	5.682760979e-06
893	5.585899567e-06
894	5.55859059e-06
895	5.532655478e-06
896	5.40919328e-06
897	5.385517082e-06
898	5.266121764e-06
899	5.24344603e-06
900	5.220734135e-06
901	5.144426799e-06
902	5.071155492e-06
903	4.959049314e-06
904	4.890177156e-06
905	4.824065532e-06
906	4.718547588e-06
907	4.655869801e-06
908	4.554898478e-06
909	4.495666182e-06
910	4.438423476e-06
911	4.342940292e-06
912	4.288658908e-06
913	4.197244809e-06
914	4.145956062e-06
915	4.058430584e-06
916	4.001624117e-06
917	3.949391731e-06
918	3.861099932e-06
919	3.806574967e-06
920	3.755454536e-06
921	3.707524018e-06
922	3.638313179e-06
923	3.571304861e-06
924	3.554849679e-06
925	3.489839845e-06
926	3.474033719e-06
927	3.410965034e-06
928	3.395775904e-06
929	3.331701931e-06
930	3.316992995e-06
931	3.254827718e-06
932	3.235377398e-06
933	3.177143532e-06
934	3.138779915e-06
935	3.082682634e-06
936	3.025551833e-06
937	3.013657066e-06
938	2.960799072e-06
939	2.949425751e-06
940	2.895225598e-06
941	2.884197721e-06
942	2.831626483e-06
943	2.780743228e-06
944	2.746741877e-06
945	2.736351098e-06
946	2.664698842e-06
947	2.616731671e-06
948	2.585383279e-06
949	2.518546529e-06
950	2.501650534e-06
951	2.485794015e-06
952	2.421535833e-06
953	2.385255639e-06
954	2.336277118e-06
955	2.326807111e-06
956	2.317824344e-06
957	2.270443892e-06
958	2.261898822e-06
959	2.2217008e-06
960	2.19433994e-06
961	2.168656935e-06
962	2.112524248e-06
963	2.081446761e-06
964	2.03908798e-06
965	2.031259152e-06
966	1.990272774e-06
967	1.966487914e-06
968	1.956110568e-06
969	1.907212842e-06
970	1.900432322e-06
971	1.866453444e-06
972	1.844473434e-06
973	1.834424187e-06
974	1.796151137e-06
975	1.759021744e-06
976	1.715496152e-06
977	1.709554637e-06
978	1.703908849e-06
979	1.673414141e-06
980	1.663129702e-06
981	1.643631862e-06
982	1.60015775e-06
983	1.58217107e-06
984	1.540694806e-06
985	1.509314167e-06
986	1.50419814e-06
987	1.499334598e-06
988	1.468926048e-06
989	1.452751123e-06
990	1.420964265e-06
991	1.40671424e-06
992	1.377795154e-06
993	1.358312762e-06
994	1.340068872e-06
995	1.335438577e-06
996	1.307350467e-06
997	1.30103517e-06
998	1.296749831e-06
999	1.269606437e-06
